,Timestamp,Want to learn more about Biology,Want to learn more about Synthetic biology,Want to learn more about Video games,Want to learn more about Engineering,Played Hero.Coli,Age,Gender,Interested in video games,Interested in biology,Studied biology,Play video games,Heard about Synthetic biology or BioBricks,Volunteered to answer more questions,Enjoyed playing,Genotype and phenotype,BioBricks and devices composition,Ampicillin antibiotic,Name: Plasmid,Function: TER,Name: PR,Function - game: CDS,Name: TER,Function - biology: CDS,Name: RBS,Example: CDS,Name: CDS,Function: PR,Function: RBS,Function: Plasmid,Name: Operator XXX,Device: RBS:PCONS:FLHDC:TER XXX,Device: PCONS:RBS:FLHDC:TER,Device: PBAD:RBS:GFP:TER,Device: PBAD:GFP:RBS:TER XXX,Device: GFP:RBS:PCONS:TER XXX,Device: PCONS:GFP:RBS:TER XXX,Device: AMPR:RBS:PCONS:TER XXX,Device: RBS:PCONS:AMPR:TER XXX,Green fluorescence,Unequip the movement device: effect,Device: PBAD:RBS:ARA:TER,Remarks,userId,Language,Temporality
644,2018-04-14 13:16:01+00:00,Extremely,A lot,A lot,Extremely,I just played for the first time,18,Male,Extremely,Extremely,Until the end of high school,Moderately,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,Amino-acids,Ampicillin,PR,TER,CDS,RBS,TER,PR,Plasmid,None of these,Plasmid,I don't know,I don't know,Plasmid,None of these,The bricks are not well-ordered,It generates green fluorescence,It generates antibiotic resistance,It generates green fluorescence,It makes it possible to move faster,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, all the time",The bacterium glows,It is active only in arabinose clouds,ct bien,dc100bb5-43c7-44a4-ae39-9ebd8ddfed97,fr,posttest
646,2018-04-14 13:22:11+00:00,Moderately,A lot,Moderately,Extremely,No / not yet,30,Female,Not at all,Slightly,Until the end of middle school,Not at all,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,7467fcab-0da1-496a-b193-be6b7c6c5d44,fr,pretest
647,2018-04-14 13:25:30+00:00,A lot,A lot,A lot,Moderately,I just played for the first time,26,Male,Moderately,Moderately,Until the end of high school,Rarely,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Arabinose,I don't know,I don't know,RBS,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,Plasmid,CDS,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,d88ae8de-86fd-4dc6-b59d-d3e32f6b3908,fr,posttest
649,2018-04-14 13:26:32+00:00,A lot,Extremely,Moderately,Moderately,No / not yet,27,Male,A lot,Moderately,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,PR,Plasmid,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,0dcda023-62b3-4872-966f-eb471f071d07,fr,pretest
650,2018-04-14 13:40:49+00:00,A lot,A lot,Moderately,Moderately,No / not yet,24,Female,Not at all,Extremely,At least until master's degree,Not at all,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,3ee26d15-dd49-4c71-9234-2ef50ef5bdee,fr,pretest
652,2018-04-14 14:03:46+00:00,A lot,Extremely,Moderately,Moderately,I just played for the first time,27,Male,A lot,Moderately,Until the end of high school,Moderately,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,RBS,CDS,TER,CDS,CDS,CDS,CDS,PR,RBS,Plasmid,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, all the time",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,0dcda023-62b3-4872-966f-eb471f071d07,fr,posttest
653,2018-04-14 14:06:00+00:00,Slightly,Slightly,Moderately,Extremely,I just played for the first time,30,Female,Not at all,Slightly,Until the end of middle school,Not at all,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,TER,PR,None of these,TER,CDS,I don't know,I don't know,I don't know,None of these,RBS,None of these,I don't know,The bricks are not well-ordered,It makes it possible to move faster,I don't know,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,7467fcab-0da1-496a-b193-be6b7c6c5d44,fr,posttest
656,2018-04-14 14:13:56+00:00,A lot,A lot,Not at all,Slightly,I just played for the first time,24,Female,Not at all,Extremely,At least until master's degree,Not at all,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,Plasmid,TER,PR,CDS,None of these,CDS,RBS,CDS,I don't know,I don't know,I don't know,Plasmid,CDS,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,,3ee26d15-dd49-4c71-9234-2ef50ef5bdee,fr,posttest
661,2018-04-14 15:54:10+00:00,Moderately,Moderately,A lot,Moderately,No / not yet,21,Female,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,None of these,CDS,RBS,None of these,None of these,Plasmid,I don't know,I don't know,RBS,I don't know,PR,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,8829514a-cb9f-47fb-aaeb-3167776f1062,fr,pretest
667,2018-04-14 16:25:51+00:00,Moderately,Moderately,A lot,Moderately,I just played for the first time,21,Female,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,RNA sequences,Ampicillin,I don't know,TER,PR,Plasmid,TER,I don't know,I don't know,PR,I don't know,RBS,RBS,CDS,PR,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,8829514a-cb9f-47fb-aaeb-3167776f1062,fr,posttest
675,2018-04-17 11:14:40+00:00,A lot,A lot,A lot,A lot,No / not yet,19,Male,Extremely,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,b53660ec-ab0d-407f-be6f-684e58b28860,fr,pretest
676,2018-04-17 11:20:14+00:00,Moderately,Moderately,Extremely,Extremely,No / not yet,17,Male,Extremely,Moderately,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,difficile de répondre à l'intégralité des questions posées sans avoir joué a Hero.Coli,748f86ca-3b50-4ffa-b906-2232092c9a44,fr,pretest
681,2018-04-17 12:02:24+00:00,A lot,Moderately,Moderately,A lot,No / not yet,17,Male,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,GFP,I don't know,I don't know,I don't know,PR,TER,CDS,I don't know,I don't know,CDS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,dba89696-c774-4ce0-9193-b735e68792a6,fr,pretest
683,2018-04-17 12:11:16+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,17,Male,Extremely,Moderately,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,I don't know,I don't know,I don't know,I don't know,RBS,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,The bricks are not well-ordered,I don't know,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,"un jeux assez instructif, ils faut prendre son temps et établir une stratégie",748f86ca-3b50-4ffa-b906-2232092c9a44,fr,posttest
684,2018-04-17 12:11:41+00:00,A lot,A lot,Extremely,A lot,I just played for the first time,19,Male,Extremely,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,I don't know,I don't know,RBS,TER,TER,CDS,I don't know,I don't know,None of these,PR,TER,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,b53660ec-ab0d-407f-be6f-684e58b28860,fr,posttest
685,2018-04-17 12:19:55+00:00,Extremely,Extremely,Extremely,Extremely,No / not yet,23,Male,Extremely,Moderately,Until the end of middle school,Extremely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Terminator,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,7a8ea59e-0205-458e-afc3-89c588ef7e8f,fr,pretest
689,2018-04-17 12:46:38+00:00,Moderately,Moderately,Moderately,A lot,I just played for the first time,17,Male,A lot,Moderately,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,A lot,Edit the DNA of the bacterium,RNA sequences,Ampicillin,Plasmid,TER,PR,CDS,TER,CDS,RBS,I don't know,CDS,PR,RBS,Plasmid,PR,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,dba89696-c774-4ce0-9193-b735e68792a6,fr,posttest
695,2018-04-17 13:30:48+00:00,Extremely,Extremely,Extremely,Extremely,I just played for the first time,23,Male,Extremely,Moderately,Until the end of middle school,Extremely,No,Yes,A lot,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,I don't know,CDS,I don't know,TER,RBS,PR,I don't know,TER,I don't know,PR,Plasmid,I don't know,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,"c'etait bien sympas ! l'univers rappel le jeu ""Spore"" sans le coté création et un peut plus ""Puzzle games"" vraiment cool comme concept !",7a8ea59e-0205-458e-afc3-89c588ef7e8f,fr,posttest
696,2018-04-17 13:34:34+00:00,Moderately,Moderately,A lot,Moderately,No / not yet,17,Male,A lot,Slightly,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,cee3fcf7-d49d-4889-9778-9ae768c39d82,fr,pretest
697,2018-04-17 14:03:07+00:00,Slightly,Not at all,Moderately,Slightly,No / not yet,12,Other,Slightly,Moderately,Not even in middle school,Moderately,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,It generates green fluorescence in presence of arabinose inducer,It generates antibiotic resistance,It makes it possible to move faster,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,I don't know,"Under blue light, all the time",I don't know,It produces nothing since it induces itself,,e4ccc57d-4039-4ef0-98fe-283233bea8be,fr,pretest
699,2018-04-17 14:15:58+00:00,Moderately,A lot,Extremely,Extremely,I just played for the first time,19,Male,Extremely,Moderately,Until bachelor's degree,Extremely,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,I don't know,None of these,None of these,PR,None of these,TER,CDS,None of these,None of these,None of these,None of these,None of these,Plasmid,None of these,The bricks are not well-ordered,It generates green fluorescence,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,It generates antibiotic resistance,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,I don't know,,6627912f-da9b-4406-a119-7b92c53af450,fr,posttest
700,2018-04-17 14:26:00+00:00,Slightly,Slightly,A lot,Moderately,I just played for the first time,17,Male,A lot,Slightly,Until the end of high school,A lot,"Yes, but I don't exactly know what it means",Yes,A bit,Edit the DNA of the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,None of these,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Plasmid,I don't know,The bricks are not well-ordered,I don't know,I don't know,I don't know,The bricks are not well-ordered,I don't know,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, all the time",Nothing,I don't know,compliqué...,cee3fcf7-d49d-4889-9778-9ae768c39d82,fr,posttest
702,2018-04-17 14:32:07+00:00,Moderately,Moderately,A lot,A lot,No / not yet,50,Female,Moderately,Slightly,Until the end of high school,Not at all,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,pas evidente les dernières questions :-),4ddd709e-f420-4586-8327-0e4da00cd9b5,fr,pretest
703,2018-04-17 14:43:28+00:00,Moderately,Slightly,A lot,A lot,I just played for the first time,12,Other,Slightly,Moderately,Not even in middle school,Moderately,No,Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Arabinose,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",The bacterium dies,It produces nothing since it induces itself,,e4ccc57d-4039-4ef0-98fe-283233bea8be,fr,posttest
704,2018-04-17 14:58:36+00:00,A lot,Moderately,A lot,A lot,No / not yet,17,Male,A lot,Moderately,Not even in middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,cb03d106-69f5-4504-bd05-38c0fef5b63c,fr,pretest
705,2018-04-17 15:08:41+00:00,A lot,A lot,Moderately,Moderately,I just played for the first time,50,Female,Moderately,Slightly,Until the end of high school,Not at all,No,Yes,Moderately,Gather nanobots,I don't know,Ampicillin,Plasmid,I don't know,I don't know,RBS,TER,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,TER,I don't know,It makes it possible to move faster,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",Flagella quickly disappear one by one,I don't know,,4ddd709e-f420-4586-8327-0e4da00cd9b5,fr,posttest
715,2018-04-18 10:57:58+00:00,A lot,Slightly,Extremely,A lot,No / not yet,13,Male,Extremely,A lot,Not even in middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Gather nanobots,Amino-acids,I don't know,RBS,PR,RBS,CDS,Plasmid,I don't know,I don't know,TER,I don't know,I don't know,None of these,PR,PR,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,8aa79db1-5df8-41c4-9c05-b69a23085da7,fr,pretest
718,2018-04-18 11:26:47+00:00,Moderately,Moderately,Extremely,Extremely,No / not yet,15,Male,A lot,Moderately,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,Plasmid,I don't know,I don't know,I don't know,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,75ad8bbf-c050-45ee-9376-29abae836ebd,fr,pretest
719,2018-04-18 11:31:03+00:00,A lot,Moderately,Extremely,Slightly,I just played for the first time,13,Male,Extremely,A lot,Not even in middle school,Extremely,"Yes, but I don't exactly know what it means",Yes,A bit,Edit the DNA of the bacterium,DNA sequences,I don't know,Plasmid,None of these,CDS,RBS,I don't know,I don't know,CDS,I don't know,PR,RBS,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",Flagella quickly disappear one by one,It produces arabinose all the time,,8aa79db1-5df8-41c4-9c05-b69a23085da7,fr,posttest
723,2018-04-18 11:45:42+00:00,Moderately,A lot,Extremely,A lot,No / not yet,13,Male,A lot,Moderately,Not even in middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,abfc0fa2-800d-43b5-b2da-88131412cef4,fr,pretest
726,2018-04-18 12:19:16+00:00,Moderately,Moderately,A lot,Moderately,No / not yet,19,Male,A lot,Moderately,Until the end of middle school,Extremely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,7d7b1f64-58f4-458b-8bb4-a85c90692fa7,fr,pretest
727,2018-04-18 12:20:39+00:00,Moderately,Moderately,Extremely,Extremely,I just played for the first time,15,Male,A lot,Moderately,Until the end of middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Moderately,Edit the DNA of the bacterium,DNA sequences,Ampicillin,None of these,TER,RBS,Plasmid,TER,Plasmid,CDS,CDS,Plasmid,PR,RBS,None of these,CDS,The bricks are not well-ordered,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",Il serait bien d'avoir un raccourci clavier pour changer la construction indiqués par un message. Une fonction pour pouvoir rapidement échanger un bloc entre deux séquences serait bien.,75ad8bbf-c050-45ee-9376-29abae836ebd,fr,posttest
729,2018-04-18 12:27:00+00:00,Not at all,Not at all,Not at all,Not at all,No / not yet,21,Male,A lot,Slightly,Until the end of high school,Moderately,No,Yes,Not applicable: not played yet,Divide the bacterium,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,b2a608e2-a35d-47fc-9f64-9ea042b3e68f,fr,pretest
731,2018-04-18 12:37:02+00:00,Moderately,A lot,Extremely,A lot,I just played for the first time,13,Male,A lot,Moderately,Not even in middle school,A lot,"Yes, but I don't exactly know what it means",Yes,Extremely,Edit the DNA of the bacterium,DNA sequences,Ampicillin,I don't know,None of these,I don't know,PR,None of these,Plasmid,I don't know,PR,I don't know,None of these,RBS,Plasmid,TER,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,The bricks are not well-ordered,It makes it possible to move faster,The bricks are not well-ordered,The bricks are not well-ordered,The bricks are not well-ordered,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It produces arabinose all the time,,abfc0fa2-800d-43b5-b2da-88131412cef4,fr,posttest
732,2018-04-18 12:54:40+00:00,A lot,Moderately,Slightly,Extremely,No / not yet,20,Male,Moderately,A lot,Until the end of middle school,Moderately,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,Amino-acids,Arabinose,I don't know,Plasmid,Plasmid,RBS,TER,I don't know,I don't know,I don't know,TER,CDS,RBS,PR,I don't know,The bricks are not well-ordered,It generates green fluorescence,The bricks are not well-ordered,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates green fluorescence in presence of arabinose inducer,It generates green fluorescence,It makes it possible to move faster,"Under blue light, when the GFP device is equipped",Flagella quickly disappear one by one,It is active only in arabinose clouds,,50fd73e8-ef37-44ba-8081-de62507f79f7,fr,pretest
733,2018-04-18 13:09:21+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,19,Male,A lot,Moderately,Until the end of middle school,Extremely,No,Yes,A bit,Edit the DNA of the bacterium,DNA sequences,Terminator,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"Under blue light, all the time",I don't know,I don't know,,7d7b1f64-58f4-458b-8bb4-a85c90692fa7,fr,posttest
735,2018-04-18 13:16:12+00:00,Moderately,Moderately,A lot,A lot,No / not yet,18,Female,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,RBS,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,0135e29b-678d-4188-a935-1d0bfec9450b,fr,pretest
736,2018-04-18 13:20:51+00:00,Moderately,Slightly,Slightly,A lot,I just played for the first time,20,Male,Moderately,A lot,Until the end of middle school,Moderately,No,Yes,A lot,Move the bacterium,RNA sequences,GFP,RBS,CDS,TER,Plasmid,TER,RBS,Plasmid,TER,PR,CDS,PR,PR,CDS,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,It generates antibiotic resistance,It generates antibiotic resistance,It generates green fluorescence,It generates green fluorescence in presence of arabinose inducer,It makes it possible to move faster,"Under blue light, all the time",Flagella quickly disappear one by one,"It produces more and more arabinose after being induced, because it induces itself",,50fd73e8-ef37-44ba-8081-de62507f79f7,fr,posttest
737,2018-04-18 13:29:32+00:00,A lot,Moderately,Slightly,Extremely,No / not yet,33,Male,Slightly,A lot,Until the end of high school,Rarely,No,Yes,Not applicable: not played yet,Edit the DNA of the bacterium,RNA sequences,Ampicillin,Plasmid,RBS,I don't know,I don't know,None of these,CDS,I don't know,I don't know,Plasmid,I don't know,I don't know,TER,TER,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,"It produces more and more arabinose after being induced, because it induces itself",,1b1be5b7-e341-42b7-842d-cc83b56785e1,fr,pretest
738,2018-04-18 13:37:23+00:00,Not at all,Not at all,Not at all,Not at all,I just played for the first time,21,Male,A lot,Slightly,Until the end of high school,Moderately,No,Yes,A bit,Gather nanobots,RNA sequences,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,b2a608e2-a35d-47fc-9f64-9ea042b3e68f,fr,posttest
739,2018-04-18 13:37:39+00:00,Moderately,Moderately,Moderately,Moderately,I just played for the first time,18,Female,Moderately,Moderately,Until the end of high school,Rarely,No,Yes,Moderately,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,0135e29b-678d-4188-a935-1d0bfec9450b,fr,posttest
742,2018-04-18 13:54:17+00:00,Moderately,Moderately,Extremely,A lot,No / not yet,27,Male,Extremely,Moderately,Until the end of middle school,A lot,No,Yes,Not applicable: not played yet,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,39b30a7e-ff49-427d-bdb6-f387e56ba5db,fr,pretest
744,2018-04-18 13:56:17+00:00,A lot,A lot,Extremely,Extremely,No / not yet,16,Male,Extremely,A lot,Until the end of high school,Extremely,"Yes, but I don't exactly know what it means",Yes,Not applicable: not played yet,I don't know,I don't know,Ampicillin,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,908de40a-25d7-4ad5-a45a-de9eb3709a77,fr,pretest
